"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","TYPE_4","ENGTYPE_4"
16728,131,"LUX","Luxembourg",1,"Diekirch",4,"Vianden",100,"Tandel [3]",87,"Tandel [3]","","Commune (same as level 3)","Commune (same as level 3)"
16729,131,"LUX","Luxembourg",1,"Diekirch",4,"Vianden",104,"Vianden",88,"Vianden","","Commune (same as level 3)","Commune (same as level 3)"
16730,131,"LUX","Luxembourg",1,"Diekirch",5,"Wiltz",13,"Boulaide",85,"Boulaide","","Commune (same as level 3)","Commune (same as level 3)"
16731,131,"LUX","Luxembourg",1,"Diekirch",5,"Wiltz",33,"Esch-sur-Sûre",84,"Esch-sur-Sûre","","Commune (same as level 3)","Commune (same as level 3)"
16732,131,"LUX","Luxembourg",1,"Diekirch",5,"Wiltz",34,"Eschweiler",98,"Eschweiler","","Commune (same as level 3)","Commune (same as level 3)"
16733,131,"LUX","Luxembourg",1,"Diekirch",5,"Wiltz",41,"Goesdorf",91,"Goesdorf","","Commune (same as level 3)","Commune (same as level 3)"
16734,131,"LUX","Luxembourg",1,"Diekirch",5,"Wiltz",45,"Heiderscheid",86,"Heiderscheid","","Commune (same as level 3)","Commune (same as level 3)"
16735,131,"LUX","Luxembourg",1,"Diekirch",5,"Wiltz",54,"Kiischpelt[2]",97,"Kiischpelt[2]","","Commune (same as level 3)","Commune (same as level 3)"
16736,131,"LUX","Luxembourg",1,"Diekirch",5,"Wiltz",57,"Lac de la Haute-Sûre",90,"Lac de la Haute-Sûre","","Commune (same as level 3)","Commune (same as level 3)"
16737,131,"LUX","Luxembourg",1,"Diekirch",5,"Wiltz",74,"Neunhausen",83,"Neunhausen","","Commune (same as level 3)","Commune (same as level 3)"
16738,131,"LUX","Luxembourg",1,"Diekirch",5,"Wiltz",113,"Wiltz",94,"Wiltz","","Commune (same as level 3)","Commune (same as level 3)"
16739,131,"LUX","Luxembourg",1,"Diekirch",5,"Wiltz",115,"Winseler",95,"Winseler","","Commune (same as level 3)","Commune (same as level 3)"
16740,131,"LUX","Luxembourg",2,"Grevenmacher",6,"Echternach",2,"Beaufort",70,"Beaufort","","Commune (same as level 3)","Commune (same as level 3)"
16741,131,"LUX","Luxembourg",2,"Grevenmacher",6,"Echternach",3,"Bech",50,"Bech","","Commune (same as level 3)","Commune (same as level 3)"
16742,131,"LUX","Luxembourg",2,"Grevenmacher",6,"Echternach",5,"Berdorf",71,"Berdorf","","Commune (same as level 3)","Commune (same as level 3)"
16743,131,"LUX","Luxembourg",2,"Grevenmacher",6,"Echternach",20,"Consdorf",55,"Consdorf","","Commune (same as level 3)","Commune (same as level 3)"
16744,131,"LUX","Luxembourg",2,"Grevenmacher",6,"Echternach",28,"Echternach",68,"Echternach","","Commune (same as level 3)","Commune (same as level 3)"
16745,131,"LUX","Luxembourg",2,"Grevenmacher",6,"Echternach",70,"Mompach",49,"Mompach","","Commune (same as level 3)","Commune (same as level 3)"
16746,131,"LUX","Luxembourg",2,"Grevenmacher",6,"Echternach",86,"Rosport",61,"Rosport","","Commune (same as level 3)","Commune (same as level 3)"
16747,131,"LUX","Luxembourg",2,"Grevenmacher",6,"Echternach",107,"Waldbillig",60,"Waldbillig","","Commune (same as level 3)","Commune (same as level 3)"
16748,131,"LUX","Luxembourg",2,"Grevenmacher",7,"Remich",15,"Bous",18,"Bous","","Commune (same as level 3)","Commune (same as level 3)"
16749,131,"LUX","Luxembourg",2,"Grevenmacher",7,"Remich",16,"Burmerange",4,"Burmerange","","Commune (same as level 3)","Commune (same as level 3)"
16750,131,"LUX","Luxembourg",2,"Grevenmacher",7,"Remich",23,"Dalheim",16,"Dalheim","","Commune (same as level 3)","Commune (same as level 3)"
16751,131,"LUX","Luxembourg",2,"Grevenmacher",7,"Remich",59,"Lenningen",27,"Lenningen","","Commune (same as level 3)","Commune (same as level 3)"
16752,131,"LUX","Luxembourg",2,"Grevenmacher",7,"Remich",72,"Mondorf-les-Bains",7,"Mondorf-les-Bains","","Commune (same as level 3)","Commune (same as level 3)"
16753,131,"LUX","Luxembourg",2,"Grevenmacher",7,"Remich",84,"Remich",12,"Remich","","Commune (same as level 3)","Commune (same as level 3)"
16754,131,"LUX","Luxembourg",2,"Grevenmacher",7,"Remich",91,"Schengen",8,"Schengen","","Commune (same as level 3)","Commune (same as level 3)"
16755,131,"LUX","Luxembourg",2,"Grevenmacher",7,"Remich",96,"Stadtbredimus",22,"Stadtbredimus","","Commune (same as level 3)","Commune (same as level 3)"
16756,131,"LUX","Luxembourg",2,"Grevenmacher",7,"Remich",108,"Waldbredimus",20,"Waldbredimus","","Commune (same as level 3)","Commune (same as level 3)"
16757,131,"LUX","Luxembourg",2,"Grevenmacher",7,"Remich",112,"Wellenstein",106,"Wellenstein","","Commune (same as level 3)","Commune (same as level 3)"
16758,131,"LUX","Luxembourg",2,"Luxembourg",9,"Esch-sur-Alzette",87,"Rumelange",1,"Rumelange","","Commune (same as level 3)","Commune (same as level 3)"
16759,131,"LUX","Luxembourg",2,"Grevenmacher",12,"Grevenmacher",9,"Betzdorf",111,"Betzdorf","","Commune (same as level 3)","Commune (same as level 3)"
16760,131,"LUX","Luxembourg",2,"Grevenmacher",12,"Grevenmacher",11,"Biwer",112,"Biwer","","Commune (same as level 3)","Commune (same as level 3)"
16761,131,"LUX","Luxembourg",2,"Grevenmacher",12,"Grevenmacher",38,"Flaxweiler",109,"Flaxweiler","","Commune (same as level 3)","Commune (same as level 3)"
16762,131,"LUX","Luxembourg",2,"Grevenmacher",12,"Grevenmacher",42,"Grevenmacher",110,"Grevenmacher","","Commune (same as level 3)","Commune (same as level 3)"
16763,131,"LUX","Luxembourg",2,"Grevenmacher",12,"Grevenmacher",51,"Junglinster",114,"Junglinster","","Commune (same as level 3)","Commune (same as level 3)"
16764,131,"LUX","Luxembourg",2,"Grevenmacher",12,"Grevenmacher",65,"Manternach",115,"Manternach","","Commune (same as level 3)","Commune (same as level 3)"
16765,131,"LUX","Luxembourg",2,"Grevenmacher",12,"Grevenmacher",68,"Mertert",113,"Mertert","","Commune (same as level 3)","Commune (same as level 3)"
16766,131,"LUX","Luxembourg",2,"Grevenmacher",12,"Grevenmacher",116,"Wormeldange",108,"Wormeldange","","Commune (same as level 3)","Commune (same as level 3)"
16767,131,"LUX","Luxembourg",3,"Luxembourg",8,"Capellen",1,"Bascharage",23,"Bascharage","","Commune (same as level 3)","Commune (same as level 3)"
16768,131,"LUX","Luxembourg",3,"Luxembourg",8,"Capellen",17,"Clemency",29,"Clemency","","Commune (same as level 3)","Commune (same as level 3)"
16769,131,"LUX","Luxembourg",3,"Luxembourg",8,"Capellen",26,"Dippach",25,"Dippach","","Commune (same as level 3)","Commune (same as level 3)"
16770,131,"LUX","Luxembourg",3,"Luxembourg",8,"Capellen",40,"Garnich",31,"Garnich","","Commune (same as level 3)","Commune (same as level 3)"
16771,131,"LUX","Luxembourg",3,"Luxembourg",8,"Capellen",48,"Hobscheid",42,"Hobscheid","","Commune (same as level 3)","Commune (same as level 3)"
16772,131,"LUX","Luxembourg",3,"Luxembourg",8,"Capellen",53,"Kehlen",41,"Kehlen","","Commune (same as level 3)","Commune (same as level 3)"
16773,131,"LUX","Luxembourg",3,"Luxembourg",8,"Capellen",55,"Koerich",39,"Koerich","","Commune (same as level 3)","Commune (same as level 3)"
16774,131,"LUX","Luxembourg",3,"Luxembourg",8,"Capellen",56,"Kopstal",38,"Kopstal","","Commune (same as level 3)","Commune (same as level 3)"
16775,131,"LUX","Luxembourg",3,"Luxembourg",8,"Capellen",64,"Mamer",33,"Mamer","","Commune (same as level 3)","Commune (same as level 3)"
16776,131,"LUX","Luxembourg",3,"Luxembourg",8,"Capellen",95,"Septfontaines",43,"Septfontaines","","Commune (same as level 3)","Commune (same as level 3)"
16777,131,"LUX","Luxembourg",3,"Luxembourg",8,"Capellen",97,"Steinfort",36,"Steinfort","","Commune (same as level 3)","Commune (same as level 3)"
16778,131,"LUX","Luxembourg",3,"Luxembourg",9,"Esch-sur-Alzette",7,"Bettembourg",11,"Bettembourg","","Commune (same as level 3)","Commune (same as level 3)"
16779,131,"LUX","Luxembourg",3,"Luxembourg",9,"Esch-sur-Alzette",25,"Differdange",9,"Differdange","","Commune (same as level 3)","Commune (same as level 3)"
16780,131,"LUX","Luxembourg",3,"Luxembourg",9,"Esch-sur-Alzette",27,"Dudelange",2,"Dudelange","","Commune (same as level 3)","Commune (same as level 3)"
16781,131,"LUX","Luxembourg",3,"Luxembourg",9,"Esch-sur-Alzette",32,"Esch-sur-Alzette",5,"Esch-sur-Alzette","","Commune (same as level 3)","Commune (same as level 3)"
16782,131,"LUX","Luxembourg",3,"Luxembourg",9,"Esch-sur-Alzette",39,"Frisange",107,"Frisange","","Commune (same as level 3)","Commune (same as level 3)"
16783,131,"LUX","Luxembourg",3,"Luxembourg",9,"Esch-sur-Alzette",52,"Kayl",3,"Kayl","","Commune (same as level 3)","Commune (same as level 3)"
16784,131,"LUX","Luxembourg",3,"Luxembourg",9,"Esch-sur-Alzette",60,"Leudelange",21,"Leudelange","","Commune (same as level 3)","Commune (same as level 3)"
16785,131,"LUX","Luxembourg",3,"Luxembourg",9,"Esch-sur-Alzette",71,"Mondercange",10,"Mondercange","","Commune (same as level 3)","Commune (same as level 3)"
16786,131,"LUX","Luxembourg",3,"Luxembourg",9,"Esch-sur-Alzette",77,"Pétange",15,"Pétange","","Commune (same as level 3)","Commune (same as level 3)"
16787,131,"LUX","Luxembourg",3,"Luxembourg",9,"Esch-sur-Alzette",81,"Reckange-sur-Mess",19,"Reckange-sur-Mess","","Commune (same as level 3)","Commune (same as level 3)"
16788,131,"LUX","Luxembourg",3,"Luxembourg",9,"Esch-sur-Alzette",85,"Roeser",13,"Roeser","","Commune (same as level 3)","Commune (same as level 3)"
16789,131,"LUX","Luxembourg",3,"Luxembourg",9,"Esch-sur-Alzette",90,"Sanem",14,"Sanem","","Commune (same as level 3)","Commune (same as level 3)"
16790,131,"LUX","Luxembourg",3,"Luxembourg",9,"Esch-sur-Alzette",93,"Schifflange",6,"Schifflange","","Commune (same as level 3)","Commune (same as level 3)"
16791,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",116,"Gaasperech","Gasperich","Quartier","Quarter"
16792,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",117,"Zéisseng","Cessange","Quartier","Quarter"
16793,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",118,"Bouneweg-Süd","Bonnevoie-Sud|Bonneweg Süd","Quartier","Quarter"
16794,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",119,"Gare","","Quartier","Quarter"
16795,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",120,"Bouneweg-Nord/Verluerekascht","Bonnevoie-Nord-Verlorenkost|Bonneweg-Nord-Verlorenkost","Quartier","Quarter"
16796,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",121,"Hollerech","Hollerich","Quartier","Quarter"
16797,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",122,"Polvermillen","Pulvermuhl","Quartier","Quarter"
16798,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",123,"Gronn","Grund","Quartier","Quarter"
16799,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",124,"Clausen","","Quartier","Quarter"
16800,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",125,"Märel","Merl","Quartier","Quarter"
16801,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",126,"Uewerstad","Ville-Haute","Quartier","Quarter"
16802,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",127,"Belair","","Quartier","Quarter"
16803,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",128,"Hamm","","Quartier","Quarter"
16804,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",129,"Zens","Cents","Quartier","Quarter"
16805,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",130,"Pafendall","Pfaffenthal|Dällchen|am Pays","Quartier","Quarter"
16806,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",131,"Lampertsbierg","Limpertsberg","Quartier","Quarter"
16807,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",132,"Neiduerf/Weimeschhaff","Neudorf-Weimershof","Quartier","Quarter"
16808,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",133,"Weimeschkierch","Weimerskirch","Quartier","Quarter"
16809,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",134,"Kierchbierg","Kirchberg","Quartier","Quarter"
16810,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",135,"Eech","Eich","Quartier","Quarter"
16811,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",136,"Rollengergronn/Belair-Nord","Rollingergrund–Belair-Nord","Quartier","Quarter"
16812,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",137,"Beggen","","Quartier","Quarter"
16813,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",138,"Millebaach","Muhlenbach","Quartier","Quarter"
16814,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",NA,"Luxembourg",139,"Dummeldeng","Dommeldange","Quartier","Quarter"
16815,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",6,"Bertrange",163,"Bertrange","","Commune (same as level 3)","Commune (same as level 3)"
16816,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",22,"Contern",26,"Contern","","Commune (same as level 3)","Commune (same as level 3)"
16817,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",47,"Hesperange",24,"Hesperange","","Commune (same as level 3)","Commune (same as level 3)"
16818,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",75,"Niederanven",37,"Niederanven","","Commune (same as level 3)","Commune (same as level 3)"
16819,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",89,"Sandweiler",30,"Sandweiler","","Commune (same as level 3)","Commune (same as level 3)"
16820,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",94,"Schuttrange",32,"Schuttrange","","Commune (same as level 3)","Commune (same as level 3)"
16821,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",98,"Steinsel",40,"Steinsel","","Commune (same as level 3)","Commune (same as level 3)"
16822,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",99,"Strassen",34,"Strassen","","Commune (same as level 3)","Commune (same as level 3)"
16823,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",109,"Walferdange",174,"Walferdange","","Commune (same as level 3)","Commune (same as level 3)"
16824,131,"LUX","Luxembourg",3,"Luxembourg",10,"Luxembourg",110,"Weiler-la-Tour",17,"Weiler-la-Tour","","Commune (same as level 3)","Commune (same as level 3)"
16825,131,"LUX","Luxembourg",3,"Luxembourg",11,"Mersch",10,"Bissen",64,"Bissen","","Commune (same as level 3)","Commune (same as level 3)"
16826,131,"LUX","Luxembourg",3,"Luxembourg",11,"Mersch",12,"Boevange-sur-Attert",53,"Boevange-sur-Attert","","Commune (same as level 3)","Commune (same as level 3)"
16827,131,"LUX","Luxembourg",3,"Luxembourg",11,"Mersch",19,"Colmar-Berg",67,"Colmar-Berg","","Commune (same as level 3)","Commune (same as level 3)"
16828,131,"LUX","Luxembourg",3,"Luxembourg",11,"Mersch",37,"Fischbach",51,"Fischbach","","Commune (same as level 3)","Commune (same as level 3)"
16829,131,"LUX","Luxembourg",3,"Luxembourg",11,"Mersch",44,"Heffingen",52,"Heffingen","","Commune (same as level 3)","Commune (same as level 3)"
16830,131,"LUX","Luxembourg",3,"Luxembourg",11,"Mersch",58,"Larochette",56,"Larochette","","Commune (same as level 3)","Commune (same as level 3)"
16831,131,"LUX","Luxembourg",3,"Luxembourg",11,"Mersch",61,"Lintgen",46,"Lintgen","","Commune (same as level 3)","Commune (same as level 3)"
16832,131,"LUX","Luxembourg",3,"Luxembourg",11,"Mersch",62,"Lorentzweiler",44,"Lorentzweiler","","Commune (same as level 3)","Commune (same as level 3)"
16833,131,"LUX","Luxembourg",3,"Luxembourg",11,"Mersch",67,"Mersch",54,"Mersch","","Commune (same as level 3)","Commune (same as level 3)"
16834,131,"LUX","Luxembourg",3,"Luxembourg",11,"Mersch",76,"Nommern",63,"Nommern","","Commune (same as level 3)","Commune (same as level 3)"
16835,131,"LUX","Luxembourg",3,"Luxembourg",11,"Mersch",102,"Tuntange",45,"Tuntange","","Commune (same as level 3)","Commune (same as level 3)"
